,Title,Star Rating,Price
1907,Online Marketing for Busy Authors: A Step-By-Step Guide,One,46.35
1908,On a Midnight Clear,Three,14.07
1909,Obsidian (Lux #1),Two,14.86
1910,My Paris Kitchen: Recipes and Stories,Two,33.37
1911,Masks and Shadows,Two,56.4
1912,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Four,14.02
1913,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Two,46.91
1914,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Three,45.61
1915,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Two,19.92
1916,"Layered: Baking, Building, and Styling Spectacular Cakes",One,40.11
1917,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Two,53.9
1918,Join,Five,35.67
1919,In the Country We Love: My Family Divided,Four,22.0
1920,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Five,57.36
1921,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Two,29.17
1922,I am a Hero Omnibus Volume 1,Three,54.63
1923,How to Be Miserable: 40 Strategies You Already Use,One,46.03
1924,Her Backup Boyfriend (The Sorensen Family #1),One,33.97
1925,"Giant Days, Vol. 2 (Giant Days #5-8)",Two,22.11
1926,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Three,29.69
1927,First and First (Five Boroughs #3),Four,15.97
1928,Fifty Shades Darker (Fifty Shades #2),One,21.96
1929,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Two,54.35
1930,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Two,37.97
1931,Danganronpa Volume 1,Four,51.99
1932,Crown of Midnight (Throne of Glass #2),Three,43.29
1933,"Codename Baboushka, Volume 1: The Conclave of Death",Four,36.72
1934,Camp Midnight,Four,17.08
1935,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Five,29.14
1936,Burning,Three,28.81
1937,Bossypants,Two,49.46
1938,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Two,37.92
1939,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Two,28.09
1940,Algorithms to Live By: The Computer Science of Human Decisions,One,30.81
1941,A World of Flavor: Your Gluten Free Passport,One,42.95
1942,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Five,56.76
1943,A Murder in Time,One,16.64
1944,A Flight of Arrows (The Pathfinders #2),Five,55.53
1945,A Fierce and Subtle Poison,Four,28.13
1946,A Court of Thorns and Roses (A Court of Thorns and Roses #1),One,52.37
1947,(Un)Qualified: How God Uses Broken People to Do Big Things,Five,54.0
1948,You Are What You Love: The Spiritual Power of Habit,Four,21.87
1949,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Four,43.3
1950,Tuesday Nights in 1980,Two,21.04
1951,Tracing Numbers on a Train,Three,41.6
1952,Throne of Glass (Throne of Glass #1),Three,35.07
1953,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,One,59.64
1954,Thirteen Reasons Why,One,52.72
1955,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Four,58.08
1956,The Wedding Dress,One,24.12
1957,The Vacationers,Four,42.15
1958,The Third Wave: An Entrepreneur’s Vision of the Future,Five,12.61
1959,The Stranger,Four,17.44
1960,The Shadow Hero (The Shadow Hero),One,33.14
1961,The Secret (The Secret #1),Four,27.37
1962,The Regional Office Is Under Attack!,Five,51.36
1963,The Psychopath Test: A Journey Through the Madness Industry,Two,36.0
1964,The Project,One,10.65
1965,The Power of Now: A Guide to Spiritual Enlightenment,Two,43.54
1966,The Omnivore's Dilemma: A Natural History of Four Meals,Two,38.21
1967,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Five,37.34
1968,The Murder of Roger Ackroyd (Hercule Poirot #4),Four,44.1
1969,The Mistake (Off-Campus #2),Three,43.29
1970,The Matchmaker's Playbook (Wingmen Inc. #1),One,55.85
1971,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Two,37.6
1972,The Long Shadow of Small Ghosts: Murder and Memory in an American City,One,10.97
1973,The Kite Runner,Four,41.82
1974,The House by the Lake,One,36.95
1975,The Glittering Court (The Glittering Court #1),One,44.28
1976,The Girl on the Train,Two,55.02
1977,The Genius of Birds,One,17.24
1978,The Emerald Mystery,Two,23.15
1979,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,One,41.25
1980,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Three,32.0
1981,The Artist's Way: A Spiritual Path to Higher Creativity,Five,38.49
1982,The Art of War,Five,33.34
1983,The Argonauts,Two,10.93
1984,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Three,27.55
1985,Suddenly in Love (Lake Haven #1),Two,55.99
1986,Something More Than This,Four,16.24
1987,Soft Apocalypse,Two,26.12
1988,So You've Been Publicly Shamed,Two,12.23
1989,Shoe Dog: A Memoir by the Creator of NIKE,Two,23.99
1990,"Shobu Samurai, Project Aryoku (#3)",Three,29.06
1991,Secrets and Lace (Fatal Hearts #1),One,20.27
1992,Scarlett Epstein Hates It Here,Five,43.55
1993,Romero and Juliet: A Tragic Tale of Love and Zombies,One,36.94
1994,Redeeming Love,Five,20.47
1995,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,One,41.06
1996,Poems That Make Grown Women Cry,Four,14.19
1997,"Nightingale, Sing",One,38.28
1998,Night Sky with Exit Wounds,One,41.05
1999,Mrs. Houdini,Five,30.25
2000,Modern Romance,Five,28.26
2001,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),One,10.76
2002,Louisa: The Extraordinary Life of Mrs. Adams,Two,16.85
2003,Little Red,Three,13.47
2004,Library of Souls (Miss Peregrine’s Peculiar Children #3),Five,48.56
2005,Large Print Heart of the Pride,Two,19.15
2006,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Four,57.36
2007,Hollow City (Miss Peregrine’s Peculiar Children #2),One,42.98
2008,Grumbles,Two,22.16
2009,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,Four,49.43
2010,Frostbite (Vampire Academy #2),Five,29.99
2011,Follow You Home,One,21.36
2012,First Steps for New Christians (Print Edition),One,29.0
2013,Finders Keepers (Bill Hodges Trilogy #2),Five,53.53
2014,"Fables, Vol. 1: Legends in Exile (Fables #1)",Four,41.62
2015,Eureka Trivia 6.0,Four,54.59
2016,Drive: The Surprising Truth About What Motivates Us,Four,34.95
2017,Done Rubbed Out (Reightman & Bailey #1),Five,37.72
2018,Doing It Over (Most Likely To #1),Three,35.61
2019,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Three,42.16
2020,Dark Notes,Five,19.19
2021,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Three,19.43
2022,Close to You,Four,49.46
2023,Chasing Heaven: What Dying Taught Me About Living,Two,37.8
2024,Big Magic: Creative Living Beyond Fear,Three,30.8
2025,Becoming Wise: An Inquiry into the Mystery and Art of Living,Two,27.43
2026,Beauty Restored (Riley Family Legacy Novellas #3),Two,11.11
2027,Batman: The Long Halloween (Batman),Two,36.5
2028,Batman: The Dark Knight Returns (Batman),Five,15.38
2029,Ayumi's Violin,Two,15.48
2030,Anonymous,Four,46.82
2031,Amy Meets the Saints and Sages,Three,18.46
2032,Amid the Chaos,One,36.58
2033,Amatus,Five,50.54
2034,Agnostic: A Spirited Manifesto,Five,12.51
2035,Zealot: The Life and Times of Jesus of Nazareth,Three,24.7
2036,You (You #1),Five,43.61
2037,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Four,37.34
2038,Wild Swans,Two,14.36
2039,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Four,52.65
2040,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Four,38.2
2041,What's It Like in Space?: Stories from Astronauts Who've Been There,Two,19.6
2042,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",One,53.9
2043,Walt Disney's Alice in Wonderland,Five,12.96
2044,V for Vendetta (V for Vendetta Complete),Four,37.1
2045,Until Friday Night (The Field Party #1),Two,46.31
2046,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Two,45.95
2047,Twenty Yawns,Two,22.08
2048,Through the Woods,Two,25.38
2049,This Is Where It Ends,Two,27.12
2050,The Year of Magical Thinking,Two,43.04
2051,The Wright Brothers,Four,56.8
2052,The White Queen (The Cousins' War #1),Five,25.91
2053,The Wedding Pact (The O'Malleys #2),Three,32.61
2054,The Time Keeper,Five,27.88
2055,The Testament of Mary,Four,52.67
2056,The Star-Touched Queen,Five,46.02
2057,The Songs of the Gods,Five,44.48
2058,The Song of Achilles,Five,37.4
2059,The Rosie Project (Don Tillman #1),One,54.04
2060,The Power of Habit: Why We Do What We Do in Life and Business,Three,16.88
2061,The Marriage of Opposites,Four,28.08
2062,The Lucifer Effect: Understanding How Good People Turn Evil,One,10.4
2063,The Long Haul (Diary of a Wimpy Kid #9),One,44.07
2064,The Loney,One,23.4
2065,The Literature Book (Big Ideas Simply Explained),Three,17.43
2066,The Last Mile (Amos Decker #2),Two,54.21
2067,The Immortal Life of Henrietta Lacks,Two,40.67
2068,The Hidden Oracle (The Trials of Apollo #1),Two,52.26
2069,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Three,28.77
2070,The Guilty (Will Robie #4),Two,13.82
2071,The First Hostage (J.B. Collins #2),Three,25.85
2072,The Dovekeepers,One,48.78
2073,The Darkest Lie,Five,35.35
2074,The Bane Chronicles (The Bane Chronicles #1-11),Four,44.73
2075,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,One,15.77
2076,The 14th Colony (Cotton Malone #11),One,39.24
2077,That Darkness (Gardiner and Renner #1),One,13.92
2078,Tastes Like Fear (DI Marnie Rome #3),One,10.69
2079,Take Me with You,Three,45.21
2080,Swell: A Year of Waves,One,45.58
2081,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Five,11.89
2082,Still Life with Bread Crumbs,Three,26.41
2083,Steve Jobs,Five,39.5
2084,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Four,44.74
2085,Someone Like You (The Harrisons #2),Five,52.79
2086,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Four,35.43
2087,Shtum,Four,55.84
2088,See America: A Celebration of Our National Parks & Treasured Sites,Three,48.87
2089,salt.,Four,46.78
2090,Robin War,Three,47.82
2091,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Two,25.48
2092,Rain Fish,Three,23.57
2093,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Five,50.89
2094,Pet Sematary,Three,10.56
2095,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Three,52.15
2096,Once Was a Time,Two,18.28
2097,Old School (Diary of a Wimpy Kid #10),Five,11.83
2098,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Two,21.95
2099,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Two,38.39
2100,My Name Is Lucy Barton,One,41.56
2101,My Mrs. Brown,Three,24.48
2102,My Kind of Crazy,One,40.36
2103,Mr. Mercedes (Bill Hodges Trilogy #1),One,28.9
2104,More Than Music (Chasing the Dream #1),Two,37.61
2105,Made to Stick: Why Some Ideas Survive and Others Die,Five,38.85
2106,Luis Paints the World,Three,53.95
2107,Luckiest Girl Alive,Three,49.83
2108,Lowriders to the Center of the Earth (Lowriders in Space #2),Two,51.51
2109,Love Is a Mix Tape (Music #1),One,18.03
2110,Looking for Lovely: Collecting the Moments that Matter,Five,29.14
2111,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Four,46.91
2112,Let It Out: A Journey Through Journaling,Five,26.79
2113,Lady Midnight (The Dark Artifices #1),Five,16.28
2114,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",One,19.55
2115,Island of Dragons (Unwanteds #7),One,29.65
2116,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Four,25.98
2117,I Am Pilgrim (Pilgrim #1),Four,10.6
2118,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Five,14.75
2119,"Hush, Hush (Hush, Hush #1)",Three,47.02
2120,Hold Your Breath (Search and Rescue #1),One,28.82
2121,Hamilton: The Revolution,Three,58.79
2122,Greek Mythic History,Five,10.23
2123,God: The Most Unpleasant Character in All Fiction,Five,30.03
2124,Glory over Everything: Beyond The Kitchen House,Three,45.84
2125,Feathers: Displays of Brilliant Plumage,Three,49.05
2126,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Four,15.06
2127,Every Last Word,Three,46.47
2128,Eligible (The Austen Project #4),Three,27.09
2129,El Deafo,Five,57.62
2130,Eight Hundred Grapes,Four,14.39
2131,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Five,51.75
2132,"Eat Fat, Get Thin",Two,54.07
2133,Don't Get Caught,One,55.35
2134,Doctor Sleep (The Shining #2),Two,40.12
2135,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Five,37.51
2136,Dear Mr. Knightley,Five,11.21
2137,Daily Fantasy Sports,One,36.58
2138,Crazy Love: Overwhelmed by a Relentless God,Two,47.72
2139,Cometh the Hour (The Clifton Chronicles #6),Three,25.01
2140,Code Name Verity (Code Name Verity #1),Four,22.13
2141,Clockwork Angel (The Infernal Devices #1),One,44.14
2142,City of Glass (The Mortal Instruments #3),Four,56.02
2143,City of Fallen Angels (The Mortal Instruments #4),Four,11.23
2144,City of Bones (The Mortal Instruments #1),One,43.28
2145,City of Ashes (The Mortal Instruments #2),One,47.27
2146,Cell,Four,20.29
2147,Catching Jordan (Hundred Oaks),Three,50.83
2148,"Carry On, Warrior: Thoughts on Life Unarmed",Three,31.85
2149,Carrie,Two,46.23
2150,Buying In: The Secret Dialogue Between What We Buy and Who We Are,Four,37.8
2151,Brain on Fire: My Month of Madness,Five,49.32
2152,Batman: Europa,Two,32.01
2153,Barefoot Contessa Back to Basics,One,28.01
2154,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Five,50.62
2155,Balloon Animals,Three,17.03
2156,Art Ops Vol. 1,Three,48.8
2157,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Four,58.14
2158,Angels Walking (Angels Walking #1),Two,34.2
2159,Angels & Demons (Robert Langdon #1),Three,51.48
2160,All the Light We Cannot See,Five,29.87
2161,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Two,10.9
2162,Abstract City,Five,56.37
2163,A Time of Torment (Charlie Parker #14),Five,48.35
2164,A Study in Scarlet (Sherlock Holmes #1),Two,16.73
2165,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Two,56.48
2166,A People's History of the United States,Two,40.79
2167,A Man Called Ove,One,39.72
2168,A Distant Mirror: The Calamitous 14th Century,Three,14.58
2169,A Brush of Wings (Angels Walking #3),One,55.51
2170,1491: New Revelations of the Americas Before Columbus,Three,21.8
2171,"The Three Searches, Meaning, and the Story",Three,13.33
2172,Searching for Meaning in Gailana,One,38.73
2173,Rook,Four,37.86
2174,My Kitchen Year: 136 Recipes That Saved My Life,Two,11.53
2175,13 Hours: The Inside Account of What Really Happened In Benghazi,One,27.06
2176,Will You Won't You Want Me?,Three,13.86
2177,Tipping Point for Planet Earth: How Close Are We to the Edge?,One,37.55
2178,The Star-Touched Queen,Five,32.3
2179,The Silent Sister (Riley MacPherson #1),Five,46.29
2180,The Midnight Watch: A Novel of the Titanic and the Californian,One,26.2
2181,The Lonely City: Adventures in the Art of Being Alone,Two,33.26
2182,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Four,59.15
2183,The Golden Condom: And Other Essays on Love Lost and Found,One,39.43
2184,The Epidemic (The Program 0.6),Five,14.44
2185,The Dinner Party,Two,56.54
2186,The Diary of a Young Girl,Three,59.9
2187,The Children,Three,11.88
2188,Stars Above (The Lunar Chronicles #4.5),Two,48.05
2189,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Three,21.21
2190,Raspberry Pi Electronics Projects for the Evil Genius,Four,49.67
2191,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,One,43.14
2192,Psycho: Sanitarium (Psycho #1.5),Five,36.97
2193,Poisonous (Max Revere Novels #3),Three,26.8
2194,One with You (Crossfire #5),Four,15.71
2195,No Love Allowed (Dodge Cove #1),Four,54.65
2196,Murder at the 42nd Street Library (Raymond Ambler #1),Four,54.36
2197,Most Wanted,Three,35.28
2198,"Love, Lies and Spies",Two,20.55
2199,How to Speak Golf: An Illustrated Guide to Links Lingo,Five,58.32
2200,Hide Away (Eve Duncan #20),One,11.84
2201,Furiously Happy: A Funny Book About Horrible Things,Four,41.46
2202,Everyday Italian: 125 Simple and Delicious Recipes,Five,20.1
2203,Equal Is Unfair: America's Misguided Fight Against Income Inequality,One,56.86
2204,Eleanor & Park,Five,56.51
2205,Dirty (Dive Bar #1),Four,40.83
2206,Can You Keep a Secret? (Fear Street Relaunch #4),One,48.64
2207,Boar Island (Anna Pigeon #19),Three,59.48
2208,A Paris Apartment,Four,39.01
2209,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",One,38.77
2210,Troublemaker: Surviving Hollywood and Scientology,Two,48.39
2211,The Widow,Two,27.26
2212,"The Sleep Revolution: Transforming Your Life, One Night at a Time",Four,11.68
2213,The Improbability of Love,One,59.45
2214,The Art of Startup Fundraising,Three,21.0
2215,Take Me Home Tonight (Rock Star Romance #3),Three,53.98
2216,Sleeping Giants (Themis Files #1),One,48.74
2217,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Two,21.15
2218,Playing with Fire,Three,13.71
2219,Off the Hook (Fishing for Trouble #1),Three,47.67
2220,Mothering Sunday,Two,13.34
2221,"Mother, Can You Not?",Five,16.89
2222,M Train,One,27.18
2223,Lilac Girls,Two,17.28
2224,Lies and Other Acts of Love,One,45.14
2225,Lab Girl,One,40.85
2226,Keep Me Posted,Four,20.46
2227,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Three,56.27
2228,Grey (Fifty Shades #4),Four,48.49
2229,"Exit, Pursued by a Bear",Four,51.34
2230,Daredevils,Three,16.34
2231,Cravings: Recipes for What You Want to Eat,Three,20.5
2232,Born for This: How to Find the Work You Were Meant to Do,Five,21.59
2233,Arena,Four,21.36
2234,Adultery,Five,20.88
2235,A Mother's Reckoning: Living in the Aftermath of Tragedy,Three,19.53
2236,A Gentleman's Position (Society of Gentlemen #3),Five,14.75
2237,11/22/63,Three,48.48
2238,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Two,24.57
2239,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Five,49.71
2240,Without Shame,Five,48.27
2241,Watchmen,Four,58.05
2242,Unlimited Intuition Now,Four,58.87
2243,Underlying Notes,Two,11.82
2244,The Shack,One,28.03
2245,The New Brand You: Your New Image Makes the Sale for You,Five,44.05
2246,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Four,12.34
2247,The Flowers Lied,Two,16.68
2248,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",One,55.91
2249,The Book of Mormon,Three,24.57
2250,The Art and Science of Low Carbohydrate Living,Five,52.98
2251,The Alien Club,One,54.4
2252,Suzie Snowflake: One beautiful flake (a self-esteem story),Five,54.81
2253,Nap-a-Roo,One,25.08
2254,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Four,10.41
2255,Modern Day Fables,Two,47.44
2256,If I Gave You God's Phone Number....: Searching for Spirituality in America,One,20.91
2257,"Fruits Basket, Vol. 9 (Fruits Basket #9)",Four,33.95
2258,Dress Your Family in Corduroy and Denim,Three,43.68
2259,Don't Forget Steven,One,33.23
2260,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Two,35.92
2261,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Four,48.63
2262,A Shard of Ice (The Black Symphony Saga #1),Three,56.63
2263,A Hero's Curse (The Unseen Chronicles #1),Three,50.49
2264,23 Degrees South: A Tropical Tale of Changing Whether...,Two,35.79
2265,"Zero to One: Notes on Startups, or How to Build the Future",Three,34.06
2266,Why Not Me?,One,17.76
2267,When Breath Becomes Air,Two,39.36
2268,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Two,36.94
2269,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Five,43.62
2270,The New Drawing on the Right Side of the Brain,Three,43.02
2271,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Four,28.45
2272,The Martian (The Martian #1),Two,41.39
2273,The High Mountains of Portugal,One,51.15
2274,The Grownup,One,35.88
2275,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,One,36.91
2276,South of Sunshine,One,28.93
2277,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Five,38.89
2278,Silence in the Dark (Logan Point #4),Three,58.33
2279,Shadows of the Past (Logan Point #1),Five,39.67
2280,Roller Girl,Five,14.1
2281,Rising Strong,Three,21.82
2282,Proofs of God: Classical Arguments from Tertullian to Barth,One,54.21
2283,Please Kill Me: The Uncensored Oral History of Punk,Four,31.19
2284,Out of Print: City Lights Spotlight No. 14,Five,53.64
2285,My Life Next Door (My Life Next Door ),Five,36.39
2286,Miller's Valley,Two,58.54
2287,Man's Search for Meaning,Three,29.48
2288,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Two,25.06
2289,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Three,12.55
2290,Les Fleurs du Mal,Five,29.04
2291,Left Behind (Left Behind #1),Two,40.72
2292,Kill 'Em and Leave: Searching for James Brown and the American Soul,Five,45.05
2293,Kierkegaard: A Christian Missionary to Christians,One,47.13
2294,John Vassos: Industrial Design for Modern Life,Four,20.22
2295,I'll Give You the Sun,One,56.48
2296,I Will Find You,One,44.21
2297,Hystopia: A Novel,Four,21.96
2298,Howl and Other Poems,Two,40.45
2299,History of Beauty,Four,10.29
2300,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Two,52.86
2301,Future Shock (Future Shock #1),Five,55.65
2302,Ender's Game (The Ender Quintet #1),One,43.64
2303,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,One,28.41
2304,Death by Leisure: A Cautionary Tale,Four,37.51
2305,Brilliant Beacons: A History of the American Lighthouse,Three,11.45
2306,Brazen: The Courage to Find the You That's Been Hiding,Two,19.22
2307,Between the World and Me,Four,56.91
2308,Being Mortal: Medicine and What Matters in the End,Four,55.06
2309,"A Murder Over a Girl: Justice, Gender, Junior High",Three,13.2
2310,32 Yolks,Two,53.63
2311,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Five,44.48
2312,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Three,12.08
2313,Wildlife of New York: A Five-Borough Coloring Book,Two,22.14
2314,What Happened on Beale Street (Secrets of the South Mysteries #2),Five,25.37
2315,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Two,46.33
2316,Under the Tuscan Sun,Three,37.33
2317,Toddlers Are A**holes: It's Not Your Fault,One,25.55
2318,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,One,34.72
2319,The Whale,Four,35.96
2320,The Story of Art,Four,41.14
2321,The Origin of Species,Four,10.01
2322,The Great Gatsby,Four,36.05
2323,The Good Girl,Three,49.03
2324,The Glass Castle,One,16.24
2325,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,One,39.55
2326,The Drowning Girls,Three,35.67
2327,The Constant Princess (The Tudor Court #1),Three,16.62
2328,The Bourne Identity (Jason Bourne #1),Four,42.78
2329,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Five,52.3
2330,The Art Book,Two,32.34
2331,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Four,33.17
2332,Team of Rivals: The Political Genius of Abraham Lincoln,Five,20.12
2333,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Two,20.9
2334,"Sit, Stay, Love",Three,20.9
2335,Sister Dear,Four,40.2
2336,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Three,52.87
2337,"Rich Dad, Poor Dad",One,51.74
2338,Raymie Nightingale,Two,34.41
2339,Playing from the Heart,One,32.38
2340,Nightstruck: A Novel,Four,50.35
2341,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Five,11.38
2342,Meternity,Three,43.58
2343,Memoirs of a Geisha,Three,49.67
2344,Like Never Before (Walker Family #2),Two,28.77
2345,Life of Pi,Four,13.22
2346,Leave This Song Behind: Teen Poetry at Its Best,Five,51.17
2347,King's Folly (The Kinsman Chronicles #1),Five,39.61
2348,John Adams,Four,57.43
2349,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Four,46.01
2350,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Two,28.25
2351,Good in Bed (Cannie Shapiro #1),Five,37.05
2352,"Fruits Basket, Vol. 7 (Fruits Basket #7)",One,19.57
2353,For the Love: Fighting for Grace in a World of Impossible Standards,Three,45.13
2354,Finding God in the Ruins: How God Redeems Pain,Two,46.64
2355,Every Heart a Doorway (Every Heart A Doorway #1),Five,12.16
2356,Delivering the Truth (Quaker Midwife Mystery #1),Four,20.89
2357,Counted With the Stars (Out from Egypt #1),Five,17.97
2358,"Chronicles, Vol. 1",Two,52.6
2359,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,One,25.77
2360,Benjamin Franklin: An American Life,Three,48.19
2361,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Five,29.93
2362,A Summer In Europe,Two,44.34
2363,A Short History of Nearly Everything,Five,52.4
2364,A Gathering of Shadows (Shades of Magic #2),Four,44.81
2365,The Sound Of Love,Five,57.84
2366,The Rise and Fall of the Third Reich: A History of Nazi Germany,Two,39.67
2367,The Perks of Being a Wallflower,Three,55.02
2368,The Mysterious Affair at Styles (Hercule Poirot #1),Four,24.8
2369,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Four,59.45
2370,The Makings of a Fatherless Child,Two,31.58
2371,The Joy of Cooking,Four,43.27
2372,The Invention of Wings,One,37.34
2373,The Hobbit (Middle-Earth Universe),Five,17.8
2374,The Great Railway Bazaar,One,30.54
2375,The Golden Compass (His Dark Materials #1),One,18.77
2376,The God Delusion,Three,46.85
2377,The Girl You Left Behind (The Girl You Left Behind #1),One,15.79
2378,The Fellowship of the Ring (The Lord of the Rings #1),Two,10.27
